,Predvidena ocena
St. Elmo's Fire (1985),2.4433888871261047
"Hunted, The (1995)",2.4433888871261047
"River Wild, The (1994)",2.4433888871261047
Metallica: Some Kind of Monster (2004),2.4433888871261047
Sleepy Hollow (1999),2.4431817970834753
"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)",2.442922883491712
Top Secret! (1984),2.44265164144136
Raging Bull (1980),2.4410529214799093
Romy and Michele's High School Reunion (1997),2.440027124996468
"Day the Earth Stood Still, The (1951)",2.4386421630675694
Conan the Barbarian (1982),2.43852226159217
Shrek (2001),2.436517375529398
Run Lola Run (Lola rennt) (1998),2.435876483459932
"Bad News Bears, The (1976)",2.4342684842109326
Pride (2014),2.4310569468418217
"Celluloid Closet, The (1995)",2.4310569468418217
Cloudburst (2011),2.4310569468418217
Shelter (2007),2.4310569468418217
Beautiful Thing (1996),2.4310569468418217
DC Super Hero Girls: Hero of the Year (2016),2.4310569468418217
Maurice (1987),2.4310569468418217
Nina's Heavenly Delights (2006),2.4310569468418217
White Frog (2012),2.4310569468418217
Marvel One-Shot: Agent Carter (2013),2.4310569468418217
ParaNorman (2012),2.4310569468418217
Carol (2015),2.4310569468418217
Halloweentown High (2004),2.4310569468418217
Kinky Boots (2005),2.4310569468418217
I Can't Think Straight (2007),2.4310569468418217
If These Walls Could Talk 2 (2000),2.4310569468418217
"Love, Simon (2018)",2.4310569468418217
I Killed My Mother (J'ai tué ma mère) (2009),2.4310569468418217
Alien Nation (1988),2.429752990824871
Nightcrawler (2014),2.4295989378527034
Clerks (1994),2.428764671934859
Raising Arizona (1987),2.425212731542352
Kiss Kiss Bang Bang (2005),2.425164723329622
Mimic (1997),2.4242917132485053
What About Bob? (1991),2.423909739719357
Groundhog Day (1993),2.4226992272715524
"Avengers, The (2012)",2.4212519675258455
House (1986),2.4200598593081626
"Grand Day Out with Wallace and Gromit, A (1989)",2.417984995254941
Bull Durham (1988),2.417779088859624
Star Trek IV: The Voyage Home (1986),2.4135893694617647
American Gangster (2007),2.413193575035485
"Long Kiss Goodnight, The (1996)",2.4127769342147896
Time Bandits (1981),2.4119225848020514
Spider-Man 2 (2004),2.4114673663309145
Much Ado About Nothing (1993),2.4083189157584592
Varsity Blues (1999),2.4083189157584592
Very Bad Things (1998),2.4083189157584592
Heart Condition (1990),2.4083189157584592
Armed and Dangerous (1986),2.4083189157584592
"Hurricane, The (1999)",2.4083189157584592
Brighton Beach Memoirs (1986),2.4083189157584592
House II: The Second Story (1987),2.4083189157584592
Volunteers (1985),2.4083189157584592
Serpico (1973),2.4083189157584592
Who's Harry Crumb? (1989),2.4083189157584592
"Great Muppet Caper, The (1981)",2.4083189157584592
8 Mile (2002),2.40747789111696
Captain America: The Winter Soldier (2014),2.406662875761031
Natural Born Killers (1994),2.4039937003408354
Good Will Hunting (1997),2.403481356137781
Airplane! (1980),2.400729260291807
Dirty Harry (1971),2.399474476768632
Bubba Ho-tep (2002),2.3979979997966927
eXistenZ (1999),2.3978316843914875
Aladdin (1992),2.397673232168216
Forrest Gump (1994),2.397228748736607
"Emperor's New Groove, The (2000)",2.3967136750438622
28 Days Later (2002),2.3946273546063317
"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",2.3933747237492895
Wag the Dog (1997),2.393224387895795
"Arrival, The (1996)",2.3923914454932893
Desperado (1995),2.3895860883515634
"X-Files: Fight the Future, The (1998)",2.387213874617789
"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",2.386615353150771
American Splendor (2003),2.385621188601493
Mulholland Drive (2001),2.385563591723179
Dogma (1999),2.3855265332286804
Conspiracy Theory (1997),2.384840684805901
Dracula (Bram Stoker's Dracula) (1992),2.384166967714468
Altered States (1980),2.3839200906692533
"Truman Show, The (1998)",2.383659853707398
Star Trek: Insurrection (1998),2.3836172584998794
Being John Malkovich (1999),2.382969453263669
One Flew Over the Cuckoo's Nest (1975),2.38207486084753
"Bronx Tale, A (1993)",2.3808938692347885
Star Trek V: The Final Frontier (1989),2.380890326196271
Philadelphia (1993),2.3771000779595917
Ringu (Ring) (1998),2.374292355530224
Benny & Joon (1993),2.3734273912460866
Thank You for Smoking (2006),2.372945742042322
Black Swan (2010),2.3723914268858386
"Great Escape, The (1963)",2.370387055465571
Rumble in the Bronx (Hont faan kui) (1995),2.370118644911522
Drunken Master (Jui kuen) (1978),2.3698254336820574
Ghostbusters (a.k.a. Ghost Busters) (1984),2.3679009509231363
Waiting for Guffman (1996),2.366175955139514
"Third Man, The (1949)",2.3652238251816535
"Game, The (1997)",2.3625697708464037
"Salton Sea, The (2002)",2.360879781451694
Atragon (Kaitei Gunkan) (1963),2.360586457017118
"20,000 Leagues Under the Sea (1916)",2.360586457017118
"Amazing Transparent Man, The (1960)",2.360586457017118
'Round Midnight (1986),2.360586457017118
"Absent-Minded Professor, The (1961)",2.360586457017118
"Alamo, The (1960)",2.360586457017118
"Atomic Brain, The (1963)",2.360586457017118
And Starring Pancho Villa as Himself (2003),2.360586457017118
Alien from L.A. (1988),2.360586457017118
"Girl, Interrupted (1999)",2.359526880995044
"O Brother, Where Art Thou? (2000)",2.3567364636129504
In Bruges (2008),2.3547979858620667
Vanilla Sky (2001),2.3522890138806396
Casino Royale (2006),2.3479308171492113
"Dead Zone, The (1983)",2.346479312908407
"Incredibles, The (2004)",2.3446468833173553
Poltergeist (1982),2.344113468242691
Inception (2010),2.343481338865722
"Lawnmower Man, The (1992)",2.3429097988291643
"View to a Kill, A (1985)",2.3429097988291643
Avengers: Infinity War - Part I (2018),2.342600360358407
Guardians of the Galaxy 2 (2017),2.342600360358407
Untitled Spider-Man Reboot (2017),2.342600360358407
Fear and Loathing in Las Vegas (1998),2.339679946239951
"Quiet American, The (2002)",2.3385358667337135
Frankenstein Unbound (1990),2.3385358667337135
Babylon 5: A Call to Arms (1999),2.3385358667337135
"Lake House, The (2006)",2.3385358667337135
Camera Buff (Amator) (1979),2.3385358667337135
My Stepmother Is an Alien (1988),2.3385358667337135
Broken Wings (Knafayim Shvurot) (2002),2.3385358667337135
Match Point (2005),2.3385358667337135
"Crimson Rivers, The (Rivières pourpres, Les) (2000)",2.3385358667337135
Batman Begins (2005),2.338195455186804
Bill & Ted's Excellent Adventure (1989),2.337951626325486
Road to Perdition (2002),2.3376634825846514
Batman (1989),2.3360789771194024
"Crow: City of Angels, The (1996)",2.3358458403346276
Animal House (1978),2.3330850576698676
Red Dragon (2002),2.332866528855993
"Nightmare on Elm Street, A (1984)",2.3325310325691264
"Hidden, The (1987)",2.332433557719626
"Breakfast Club, The (1985)",2.331507483778378
Blade (1998),2.3313054816831227
"Apartment, The (1960)",2.3312144894180444
Men in Black (a.k.a. MIB) (1997),2.3308785552157936
American History X (1998),2.3299839850993256
"French Connection, The (1971)",2.3281434969689907
Chasing Amy (1997),2.326676756501968
This Is England (2006),2.3255630226790847
Unleashed (Danny the Dog) (2005),2.323837113762177
Son of Rambow (2007),2.3236435949714003
Persepolis (2007),2.3236435949714003
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),2.3236435949714003
"Winged Migration (Peuple migrateur, Le) (2001)",2.3236435949714003
"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",2.3236435949714003
"Secret of Kells, The (2009)",2.3236435949714003
Tekkonkinkreet (Tekkon kinkurîto) (2006),2.3236435949714003
"Good Night, and Good Luck. (2005)",2.3236435949714003
Paper Heart (2009),2.3236435949714003
Citizen Ruth (1996),2.3236435949714003
Rashomon (Rashômon) (1950),2.3236435949714003
Voices of a Distant Star (Hoshi no koe) (2003),2.3236435949714003
Copycat (1995),2.3236246855864713
Sling Blade (1996),2.3233395030948802
Zootopia (2016),2.321149847241118
"Bourne Ultimatum, The (2007)",2.32069246323806
Toy Story 2 (1999),2.3178019534402936
"Ring, The (2002)",2.316969816665281
"Green Mile, The (1999)",2.315533923603815
District 9 (2009),2.3136052957744964
Prisoners (2013),2.3135691634453557
The Raid: Redemption (2011),2.313024035740184
True Grit (2010),2.312913537058239
Brick (2005),2.310733065895195
Dog Soldiers (2002),2.3105586246838064
Serenity (2005),2.3100895416320295
CB4 - The Movie (1993),2.309401076758503
Mississippi Burning (1988),2.309401076758503
"Prairie Home Companion, A (2006)",2.309401076758503
Closer (2004),2.309401076758503
Reno 911!: Miami (2007),2.309401076758503
"Longest Yard, The (1974)",2.309401076758503
Camp Nowhere (1994),2.309401076758503
Billabong Odyssey (2003),2.309401076758503
Frida (2002),2.309401076758503
Phantoms (1998),2.309401076758503
Miracle (2004),2.309401076758503
Mr. Brooks (2007),2.309401076758503
RoboCop (1987),2.3093504308680837
X-Men (2000),2.3091224200164007
Black Panther (2017),2.308360912632386
M*A*S*H (a.k.a. MASH) (1970),2.3073739880381465
Shakespeare in Love (1998),2.3073575627258265
"Exorcist, The (1973)",2.3073378277636647
"Rock, The (1996)",2.306197184651988
"Shawshank Redemption, The (1994)",2.3057980329010026
Where the Buffalo Roam (1980),2.305702292188272
History of the World: Part I (1981),2.305702292188272
"Bank Job, The (2008)",2.3049550670786636
Hard Target (1993),2.3048305465357823
Starship Troopers (1997),2.3025917169051735
What We Do in the Shadows (2014),2.302135687975836
"Deer Hunter, The (1978)",2.299892030592525
Firewalker (1986),2.2987588727650494
Indiana Jones and the Temple of Doom (1984),2.2982928019564506
Wallace & Gromit: The Best of Aardman Animation (1996),2.296339820304353
Creepshow (1982),2.2929074978105075
Species (1995),2.2928964297832892
Rogue One: A Star Wars Story (2016),2.29225579600571
Exit Through the Gift Shop (2010),2.292036228046786
Suspiria (1977),2.2903057385730508
Down by Law (1986),2.2903057385730508
Night on Earth (1991),2.2903057385730508
Corpse Bride (2005),2.2893293402420785
Kiki's Delivery Service (Majo no takkyûbin) (1989),2.288893684423196
Cats & Dogs (2001),2.2876381411350777
Easy Rider (1969),2.287159739684184
Moonrise Kingdom (2012),2.286768546323779
Dazed and Confused (1993),2.284201616247376
Escape from the Planet of the Apes (1971),2.283326669666738
Invasion of the Body Snatchers (1956),2.2827304866539557
Merantau (2009),2.27824882100654
Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002),2.27824882100654
"Sacrament, The (2013)",2.27824882100654
Creep (2014),2.27824882100654
10 Cloverfield Lane (2016),2.27824882100654
"Devil's Backbone, The (Espinazo del diablo, El) (2001)",2.27824882100654
After Hours (1985),2.27824882100654
Masked Avengers (1981),2.27824882100654
"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)",2.27824882100654
Rubber (2010),2.27824882100654
"Science of Sleep, The (La science des rêves) (2006)",2.27824882100654
Lifted (2006),2.27824882100654
He Got Game (1998),2.27824882100654
"Serious Man, A (2009)",2.27824882100654
"Lookout, The (2007)",2.27824882100654
"Guest, The (2014)",2.27824882100654
Hatchet III (2013),2.27824882100654
Mean Streets (1973),2.27824882100654
May (2002),2.27824882100654
Hatchet (2006),2.27824882100654
Darkman (1990),2.27824882100654
"Last Winter, The (2006)",2.27824882100654
127 Hours (2010),2.27824882100654
Down Terrace (2009),2.27824882100654
Devils on the Doorstep (Guizi lai le) (2000),2.27824882100654
Geri's Game (1997),2.27824882100654
"Room for Romeo Brass, A (1999)",2.27824882100654
"Perfect Getaway, A (2009)",2.27824882100654
One Man Band (2005),2.27824882100654
"Descendants, The (2011)",2.27824882100654
"Original Kings of Comedy, The (2000)",2.27824882100654
"House of the Devil, The (2009)",2.27824882100654
Armour of God (Long xiong hu di) (1987),2.27824882100654
"Bird People in China, The (Chûgoku no chôjin) (1998)",2.27824882100654
Bernie (2011),2.27824882100654
"Innkeepers, The (2011)",2.27824882100654
Behind the Mask: The Rise of Leslie Vernon (2006),2.27824882100654
"Proposition, The (2005)",2.27824882100654
"Place Beyond the Pines, The (2012)",2.27824882100654
Igby Goes Down (2002),2.27824882100654
From Beyond (1986),2.27824882100654
Pontypool (2008),2.27824882100654
Blood: The Last Vampire (2000),2.27824882100654
Inside (À l'intérieur) (2007),2.27824882100654
Hell or High Water (2016),2.27824882100654
King of Comedy (Hei kek ji wong) (1999),2.27824882100654
Last Shift (2014),2.27824882100654
Millions (2004),2.27824882100654
"Last Exorcism, The (2010)",2.27824882100654
Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),2.27824882100654
Alice Doesn't Live Here Anymore (1974),2.27824882100654
End of Watch (2012),2.27824882100654
Enemy (2013),2.27824882100654
Inside Llewyn Davis (2013),2.27824882100654
Resolution (2012),2.27824882100654
"Brothers Bloom, The (2008)",2.27824882100654
Finding Dory (2016),2.27824882100654
Reality (2014),2.27824882100654
Bridge of Spies (2015),2.27824882100654
Invincible Shaolin (1978),2.27824882100654
"Hail, Caesar! (2016)",2.27824882100654
'71 (2014),2.27824882100654
Slow West (2015),2.27824882100654
Who Am I? (Wo shi shei) (1998),2.27824882100654
Youth of the Beast (Yaju no seishun) (1963),2.27824882100654
Splinter (2008),2.27824882100654
Undisputed II: Last Man Standing (2006),2.27824882100654
Sinister (2012),2.27824882100654
Tokyo Drifter (Tôkyô nagaremono) (1966),2.27824882100654
Slacker (1991),2.27824882100654
The Magnificent Ruffians (1979),2.27824882100654
Short Term 12 (2013),2.27824882100654
Strange Circus (Kimyô na sâkasu) (2005),2.27824882100654
Tideland (2005),2.27824882100654
Wrong Turn 2: Dead End (2007),2.27824882100654
"Simple Plan, A (1998)",2.27824882100654
Wrong (2012),2.27824882100654
Wrong Cops (2013),2.27824882100654
Undisputed III: Redemption (2010),2.27824882100654
The Boy and the Beast (2015),2.27824882100654
The Jungle Book (2016),2.27824882100654
Split (2017),2.27824882100654
Universal Soldier: Day of Reckoning (2012),2.27824882100654
Stake Land (2010),2.27824882100654
Tinker Tailor Soldier Spy (2011),2.27824882100654
Versus (2000),2.27824882100654
The Hunger Games: Mockingjay - Part 2 (2015),2.27824882100654
Stingray Sam (2009),2.27824882100654
The Witch (2015),2.27824882100654
Barb Wire (1996),2.2776890180788825
Stargate (1994),2.277456255822606
Willy Wonka & the Chocolate Factory (1971),2.2767041470477993
"English Patient, The (1996)",2.2766833682890546
Get Shorty (1995),2.2762791381467666
Black Hawk Down (2001),2.276199544382084
Fallen (1998),2.274438707413254
American Beauty (1999),2.2722513991717004
Bedknobs and Broomsticks (1971),2.2722038520194734
"Girl with the Dragon Tattoo, The (2011)",2.2695609803538828
2 Days in the Valley (1996),2.2687463956062817
Just Cause (1995),2.267786838055363
Any Given Sunday (1999),2.267786838055363
Mission to Mars (2000),2.266536302114898
Infernal Affairs (Mou gaan dou) (2002),2.266196297440766
Dirty Rotten Scoundrels (1988),2.2656258455105487
"Matrix Reloaded, The (2003)",2.2655466662519834
"Stepford Wives, The (1975)",2.2620076492474452
"South Park: Bigger, Longer and Uncut (1999)",2.2559011474006283
I.Q. (1994),2.254424930217008
Fist of Legend (Jing wu ying xiong) (1994),2.2541437738749925
"Room, The (2003)",2.2541437738749925
A Detective Story (2003),2.2541437738749925
"Day of the Doctor, The (2013)",2.2541437738749925
Batman: Year One (2011),2.2541437738749925
Frankenstein (1931),2.2541437738749925
Day & Night (2010),2.2541437738749925
Wild at Heart (1990),2.2541437738749925
Lockout (2012),2.2541437738749925
Wonder Woman (2009),2.2541437738749925
Justice League: Doom (2012) ,2.2541437738749925
Zulu (1964),2.2541437738749925
All-Star Superman (2011),2.2541437738749925
Faster (2010),2.2541437738749925
Doctor Who: A Christmas Carol (2010),2.2541437738749925
War for the Planet of the Apes (2017),2.2541437738749925
Flushed Away (2006),2.2541437738749925
Superman/Batman: Public Enemies (2009),2.2541437738749925
Angel Heart (1987),2.2531507160070365
